index,GenomeName,RefSeqID,Proteins,Reference,Size (Kb),realm (Reference),realm (prediction),phylum (Reference),phylum (prediction),class (Reference),class (prediction),order (Reference),order (prediction),family (Reference),family (prediction),subfamily (Reference),subfamily (prediction),genus (Reference),genus (prediction),network
2917,Streptomyces phage phiELB20,NC_041849.1,81,True,51.16,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Arequatrovirus,Arequatrovirus,Fully clustered
4606,Streptomyces phage Paedore,NC_054671.1,84,True,52.743,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Arequatrovirus,Arequatrovirus,Fully clustered
2479,Streptomyces phage Amela,NC_028904.1,75,True,49.452,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Camvirus,Camvirus,Fully clustered
2924,Streptomyces phage phiCAM,NC_041856.1,72,True,50.348,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Camvirus,Camvirus,Fully clustered
4607,Streptomyces phage Endor1,NC_054672.1,75,True,49.395,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Camvirus,Camvirus,Fully clustered
4608,Streptomyces phage Endor2,NC_054673.1,74,True,48.829,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Camvirus,Camvirus,Fully clustered
4609,Streptomyces phage Joe,NC_054674.1,81,True,48.941,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Camvirus,Camvirus,Fully clustered
4610,Streptomyces phage Saftant,NC_054675.1,74,True,48.883,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Camvirus,Camvirus,Fully clustered
4611,Streptomyces phage Sitrop,NC_054676.1,77,True,48.481,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Camvirus,Camvirus,Fully clustered
4612,Streptomyces phage Alsaber,NC_054677.1,76,True,48.803,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Camvirus,Camvirus,Fully clustered
4590,Streptomyces phage Celia,NC_054655.1,77,True,50.493,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Celiavirus,Celiavirus,Fully clustered
1392,Streptomyces phage phiHau3,NC_018836.1,72,True,50.255,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Hautrevirus,Hautrevirus,Fully clustered
4595,Streptomyces phage Janus,NC_054660.1,78,True,50.632,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Janusvirus,Janusvirus,Fully clustered
4596,Streptomyces phage Hank144,NC_054661.1,78,True,50.547,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Janusvirus,Janusvirus,Fully clustered
5130,Streptomyces phage Pablito,OK412919.1,76,True,49.492,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Janusvirus,Janusvirus,Fully clustered
1642,Streptomyces phage Lika,NC_021298.1,75,True,51.252,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
1647,Streptomyces phage Sujidade,NC_021304.1,77,True,51.552,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
1678,Streptomyces phage Zemlya,NC_021339.1,76,True,51.077,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
2414,Streptomyces phage Lannister,NC_028827.1,73,True,50.165,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
2468,Streptomyces phage Caliburn,NC_028892.1,72,True,49.949,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
2541,Streptomyces phage Izzy,NC_028976.1,75,True,50.113,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
2768,Streptomyces phage Nanodon,NC_031078.1,75,True,50.082,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
2928,Streptomyces phage Danzina,NC_041860.1,76,True,50.773,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
3115,Streptomyces phage Aaronocolus,NC_042051.1,73,True,49.562,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
3116,Streptomyces phage Hydra,NC_042052.1,76,True,50.727,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
4613,Streptomyces phage Yasdnil,NC_054678.1,73,True,51.631,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
4614,Streptomyces phage Werner,NC_054679.1,73,True,51.566,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
4615,Streptomyces phage Goby,NC_054680.1,76,True,51.393,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
4616,Streptomyces phage Lorelei,NC_054681.1,75,True,50.558,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Likavirus,Likavirus,Fully clustered
4592,Streptomyces phage Salutena,NC_054657.1,90,True,51.956,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Salutenavirus,Salutenavirus|Caelumvirus,Fully clustered
4603,Streptomyces phage Daudau,NC_054668.1,83,True,50.602,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Caelumvirus,Salutenavirus|Caelumvirus,Fully clustered
4604,Streptomyces phage Alvy,NC_054669.1,89,True,53.011,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Caelumvirus,Salutenavirus|Caelumvirus,Fully clustered
4605,Streptomyces phage Thestral,NC_054670.1,82,True,52.628,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Caelumvirus,Salutenavirus|Caelumvirus,Fully clustered
4593,Streptomyces phage Sentinel,NC_054658.1,81,True,50.272,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Sentinelvirus,Sentinelvirus|Omarvirus|Caelumvirus,Fully clustered
4594,Streptomyces phage Spernnie,NC_054659.1,83,True,50.834,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Sentinelvirus,Sentinelvirus|Omarvirus|Caelumvirus,Fully clustered
4597,Streptomyces phage Omar,NC_054662.1,80,True,49.299,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Omarvirus,Sentinelvirus|Omarvirus|Caelumvirus,Fully clustered
4598,Streptomyces phage Diane,NC_054663.1,79,True,50.483,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Omarvirus,Sentinelvirus|Omarvirus|Caelumvirus,Fully clustered
4599,Streptomyces phage Amethyst,NC_054664.1,79,True,49.372,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Omarvirus,Sentinelvirus|Omarvirus|Caelumvirus,Fully clustered
4600,Streptomyces phage Tefunt,NC_054665.1,81,True,50.574,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Omarvirus,Sentinelvirus|Omarvirus|Caelumvirus,Fully clustered
4601,Streptomyces phage Caelum,NC_054666.1,84,True,50.374,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Caelumvirus,Sentinelvirus|Omarvirus|Caelumvirus,Fully clustered
4602,Streptomyces phage Issmi,NC_054667.1,79,True,50.643,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Caelumvirus,Sentinelvirus|Omarvirus|Caelumvirus,Fully clustered
4591,Streptomyces phage Yosif,NC_054656.1,78,True,50.129,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Arquatrovirinae,Arquatrovirinae,Yosifvirus,Yosifvirus,Fully clustered
5157,Arthrobacter phage BaileyBlu,OL455900.1,61,True,40.447,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Azeevirinae|nan,Baileybluvirus,Baileybluvirus,Fully clustered
509,Arthrobacter phage Tweety19,MT897906.1,68,True,40.873,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Galvastonvirus,Galvastonvirus,Fully clustered
3647,Arthrobacter phage Liebe,NC_048115.1,69,True,45.803,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Liebevirus,Liebevirus,Fully clustered
3625,Arthrobacter phage DrManhattan,NC_048093.1,72,True,42.577,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Manhattanvirus,Manhattanvirus,Fully clustered
5112,Arthrobacter phage KeAlii,OK040777.1,66,True,41.85,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Manhattanvirus,Manhattanvirus,Fully clustered
5156,Arthrobacter phage Reedo,OL455896.1,68,True,41.823,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Manhattanvirus,Manhattanvirus,Fully clustered
410,Arthrobacter phage DrSierra,MN908689.1,66,True,42.622,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Manhattanvirus,Manhattanvirus|Yangvirus,Fully clustered
464,Arthrobacter phage Elezi,MT639653.1,68,True,43.471,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
503,Arthrobacter phage Adumb2043,MT889375.1,68,True,43.1,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
504,Arthrobacter phage Phives,MT889376.1,69,True,44.204,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
517,Arthrobacter phage Tbone,MW055910.1,69,True,44.111,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
571,Arthrobacter phage Kaylissa,MZ005682.1,71,True,44.124,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
3629,Arthrobacter phage Yang,NC_048097.1,68,True,43.206,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
5164,Arthrobacter phage Warda,OL549188.1,70,True,43.792,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
5165,Arthrobacter phage Crewmate,OL549189.1,74,True,44.354,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Manhattanvirus,Manhattanvirus|Yangvirus,Fully clustered
5166,Arthrobacter phage Amyev,OL549191.1,68,True,44.284,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
5167,Arthrobacter phage Lizalica,OL549192.1,69,True,43.055,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Azeevirinae,Azeevirinae|nan,Yangvirus,Manhattanvirus|Yangvirus,Fully clustered
3531,Microbacterium phage Zeta1847,NC_047992.1,75,True,47.921,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,nan,Azeevirinae|nan,Zetavirus,Zetavirus,Fully clustered
1767,Mycobacterium phage Phelemich,NC_022063.1,95,True,70.115,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Acadianvirus,Acadianvirus,Fully clustered
1768,Mycobacterium phage Reprobate,NC_022064.1,97,True,70.12,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Acadianvirus,Acadianvirus,Fully clustered
1947,Mycobacterium phage Acadian,NC_023701.1,97,True,69.864,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Acadianvirus,Acadianvirus,Fully clustered
2343,Mycobacterium phage Baee,NC_028742.1,96,True,70.27,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Acadianvirus,Acadianvirus,Fully clustered
4296,Mycobacterium phage Serendipitous,NC_051587.1,98,True,69.867,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Acadianvirus,Acadianvirus,Fully clustered
4290,Mycobacterium phage BirdsNest,NC_051581.1,105,True,70.668,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Birdsnestvirus,Birdsnestvirus,Fully clustered
951,Mycobacterium phage Cooper,NC_008195.1,99,True,70.654,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
1090,Mycobacterium phage Nigel,NC_011044.1,94,True,69.904,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
1787,Mycobacterium phage Adawi,NC_022328.1,98,True,70.236,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
1790,Mycobacterium phage Bane1,NC_022331.2,94,True,69.309,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
1876,Mycobacterium phage JAMaL,NC_023554.1,98,True,70.841,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
1986,Mycobacterium phage Stinger,NC_023741.1,95,True,69.641,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
2506,Mycobacterium phage Vincenzo,NC_028934.1,98,True,72.139,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
2536,Mycobacterium phage BrownCNA,NC_028968.1,97,True,71.214,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
3098,Mycobacterium phage ChrisnMich,NC_042034.1,100,True,70.428,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
3099,Mycobacterium phage Zemanar,NC_042035.1,95,True,71.092,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
4856,Mycobacterium phage Fortunato,NC_055714.1,94,True,70.679,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
4998,Mycobacterium phage Heath,NC_055860.1,91,True,69.258,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Coopervirus,Coopervirus,Fully clustered
4295,Mycobacterium phage Imvubu,NC_051586.1,102,True,69.897,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Imvubuvirus,Imvubuvirus,Fully clustered
1765,Mycobacterium phage KayaCho,NC_022061.1,95,True,70.838,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Julieunavirus,Julieunavirus,Fully clustered
1919,Mycobacterium phage Julie1,NC_023600.1,98,True,71.058,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Julieunavirus,Julieunavirus,Fully clustered
1922,Mycobacterium phage 39HC,NC_023603.1,100,True,71.565,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Julieunavirus,Julieunavirus,Fully clustered
2015,Mycobacterium phage Hosp,NC_024145.1,97,True,70.667,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Julieunavirus,Julieunavirus,Fully clustered
4291,Mycobacterium phage LilMcDreamy,NC_051582.1,99,True,71.552,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Lilmcdreamyvirus,Lilmcdreamyvirus,Fully clustered
824,Mycobacterium phage PG1,NC_005259.1,100,True,68.999,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
953,Mycobacterium phage Orion,NC_008197.1,100,True,68.427,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
1653,Mycobacterium phage Newman,NC_021310.1,97,True,68.598,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
1885,Mycobacterium phage Suffolk,NC_023563.1,97,True,68.262,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
1957,Mycobacterium phage Oline,NC_023711.1,101,True,68.72,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
1972,Mycobacterium phage Vista,NC_023727.1,101,True,68.494,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
1985,Mycobacterium phage JacAttac,NC_023740.1,102,True,68.311,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
2045,Mycobacterium phage Manad,NC_024363.1,101,True,68.807,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
2105,Mycobacterium phage Soto,NC_025438.1,98,True,67.744,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
2275,Mycobacterium phage UncleHowie,NC_027985.1,98,True,68.016,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
2299,Mycobacterium phage Swish,NC_028658.1,103,True,68.735,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
2314,Mycobacterium phage ShiVal,NC_028674.1,101,True,68.355,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
2321,Mycobacterium phage Pops,NC_028681.1,99,True,68.367,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
2322,Mycobacterium phage Badfish,NC_028682.1,102,True,69.03,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
2329,Mycobacterium phage Colbert,NC_028689.1,100,True,67.774,Duplodnaviria,Duplodnaviria,Uroviricota,Uroviricota,Caudoviricetes,Caudoviricetes,nan,nan,nan,nan,Bclasvirinae,Bclasvirinae|nan,Pegunavirus,Pegunavirus,Fully clustered
