genome_id,Annotated,Proteins,Reference,Size (Kb),component (0.3),component size (0.3),Realm Reference (0.3),Realm Predictions (0.3),network (0.3),component (0.4),component size (0.4),Realm Reference (0.4),Realm Predictions (0.4),network (0.4),component (0.5),component size (0.5),Realm Reference (0.5),Realm Predictions (0.5),network (0.5),component (0.6),component size (0.6),Realm Reference (0.6),Realm Predictions (0.6),network (0.6),component (0.7),component size (0.7),Realm Reference (0.7),Realm Predictions (0.7),network (0.7),realm (prediction),realm (support),order (component),family (component),genus (component),subfamily (component)
NC_047980.1,,49,True,40.578,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,11,1
NC_047981.1,,48,True,40.184,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,205,20.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,5,1
NC_047982.1,,43,True,39.628,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,707,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,0,1
NC_047983.1,,61,True,43.416,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,3,1012.0,Duplodnaviria,Duplodnaviria,,529,1.0,Duplodnaviria,Duplodnaviria,,708,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,20.0,105.0,0,68
NC_047984.1,,45,True,39.825,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,9,1
NC_047985.1,,88,True,49.788,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,18,11
NC_047986.1,,83,True,56.708,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,50,2.0,Duplodnaviria,Duplodnaviria,,530,1.0,Duplodnaviria,Duplodnaviria,,709,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,3.0,4.0,0,2
NC_047987.1,,96,True,55.572,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,50,22.0,Duplodnaviria,Duplodnaviria,,78,22.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,10.0,66.0,1,7
NC_047988.1,,93,True,54.148,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,50,22.0,Duplodnaviria,Duplodnaviria,,78,22.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,10.0,66.0,3,7
NC_047989.1,,99,True,54.189,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,50,22.0,Duplodnaviria,Duplodnaviria,,78,22.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,10.0,66.0,3,7
NC_047990.1,,96,True,67.118,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,447,2.0,Duplodnaviria,Duplodnaviria,,603,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,3.0,5.0,1,22
NC_047991.1,,66,True,43.758,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,486,3.0,Duplodnaviria,Duplodnaviria,,651,3.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,6.0,2,61
NC_047992.1,,75,True,47.921,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,40,18.0,Duplodnaviria,Duplodnaviria,,67,18.0,Duplodnaviria,Duplodnaviria,,710,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,10.0,0,1
NC_047993.1,,95,True,53.549,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,50,22.0,Duplodnaviria,Duplodnaviria,,78,22.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,10.0,66.0,3,7
NC_047994.1,,267,True,150.925,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,33,261.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,43.0,222.0,45,108
NC_047995.1,,345,True,266.532,1,5018.0,Duplodnaviria,Duplodnaviria,,108,20.0,Duplodnaviria,Duplodnaviria,,311,18.0,Duplodnaviria,Duplodnaviria,,504,18.0,Duplodnaviria,Duplodnaviria,,676,18.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,27.0,164.0,5,1
NC_047996.1,,76,True,49.372,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,10,11
NC_047997.1,,45,True,40.914,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,205,20.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,1,1
NC_047998.1,,81,True,50.403,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,10,11
NC_047999.1,,160,True,111.607,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048000.1,,164,True,111.601,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048001.1,,163,True,109.306,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048002.1,,47,True,39.883,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,16,1
NC_048003.1,,98,True,72.821,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,23,81.0,Duplodnaviria,Duplodnaviria,,711,1.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,35.0,188.0,0,88
NC_048004.1,,49,True,38.821,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,10,1
NC_048005.1,,168,True,112.582,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048006.1,,163,True,110.926,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048007.1,,159,True,110.664,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048008.1,,153,True,111.999,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048009.1,,150,True,110.091,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048010.1,,147,True,116.832,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048011.1,,163,True,110.926,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048012.1,,161,True,111.447,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048013.1,,156,True,112.564,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048014.1,,49,True,39.906,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,11,1
NC_048015.1,,235,True,176.495,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,1,77.0,Duplodnaviria,Duplodnaviria,,1,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,215.0,23,63
NC_048016.1,,287,True,244.95,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,209,13.0,Duplodnaviria,Duplodnaviria,,324,13.0,Duplodnaviria,Duplodnaviria,,424,13.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,41.0,201.0,8,1
NC_048017.1,,69,True,40.833,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,34,32.0,Duplodnaviria,Duplodnaviria,,56,32.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,4.0,9.0,1,57
NC_048018.1,,101,True,52.195,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,54.0,14,71
NC_048019.1,,73,True,51.265,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,59.0,29,72
NC_048020.1,,92,True,52.992,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,50,22.0,Duplodnaviria,Duplodnaviria,,78,22.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,10.0,66.0,3,7
NC_048021.1,,165,True,90.49,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,53,17.0,Duplodnaviria,Duplodnaviria,,81,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,5.0,40.0,3,12
NC_048022.1,,44,True,30.93,114,1.0,Duplodnaviria,Duplodnaviria,,177,1.0,Duplodnaviria,Duplodnaviria,,327,1.0,Duplodnaviria,Duplodnaviria,edgeless,531,1.0,Duplodnaviria,Duplodnaviria,edgeless,712,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,0.0,0.0,0,0
NC_048023.1,,53,True,39.747,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,1,1
NC_048024.1,,71,True,49.292,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,4,11
NC_048025.1,,49,True,40.387,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,1,1
NC_048026.1,,56,True,45.477,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,14,21.0,Duplodnaviria,Duplodnaviria,,241,16.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,334.0,9,60
NC_048027.1,,144,True,67.234,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,713,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,5.0,29.0,1,10
NC_048028.1,,147,True,68.389,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,713,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,5.0,29.0,1,10
NC_048029.1,,51,True,43.077,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,102,27.0,Duplodnaviria,Duplodnaviria,,437,3.0,Duplodnaviria,Duplodnaviria,,714,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,67.0,338.0,0,5
NC_048035.1,,46,True,43.237,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,319,4.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048036.1,,48,True,43.571,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,319,4.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048037.1,,66,True,37.311,115,2.0,Adnaviria,Adnaviria,,14,37.0,Adnaviria,Adnaviria,,328,2.0,Adnaviria,Adnaviria,,532,2.0,Adnaviria,Adnaviria,,715,2.0,Adnaviria,Adnaviria,,Adnaviria,reference,1.0,1.0,1.0,
NC_048038.1,,62,True,41.706,105,11.0,Duplodnaviria,Duplodnaviria,,164,11.0,Duplodnaviria,Duplodnaviria,,297,11.0,Duplodnaviria,Duplodnaviria,,488,11.0,Duplodnaviria,Duplodnaviria,,655,11.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,1.0,1.0,6,1
NC_048039.1,,103,True,55.668,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,54.0,13,71
NC_048040.1,,106,True,53.085,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,13,1055.0,Duplodnaviria,Duplodnaviria,,20,787.0,Duplodnaviria,Duplodnaviria,,29,742.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,9.0,54.0,13,71
NC_048041.1,,157,True,112.106,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,315,19.0,Duplodnaviria,Duplodnaviria,,716,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,1,115
NC_048042.1,,76,True,49.344,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,4,11
NC_048043.1,,79,True,50.132,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,4,11
NC_048044.1,,75,True,49.468,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,4,11
NC_048045.1,,335,True,220.934,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,10,11.0,Duplodnaviria,Duplodnaviria,,15,10.0,Duplodnaviria,Duplodnaviria,,18,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,46.0,240.0,4,2
NC_048046.1,,485,True,308.141,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,10,11.0,Duplodnaviria,Duplodnaviria,,15,10.0,Duplodnaviria,Duplodnaviria,,18,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,46.0,240.0,9,2
NC_048047.1,,558,True,322.272,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,10,11.0,Duplodnaviria,Duplodnaviria,,15,10.0,Duplodnaviria,Duplodnaviria,,18,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,46.0,240.0,1,1
NC_048048.2,,545,True,317.489,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,10,11.0,Duplodnaviria,Duplodnaviria,,15,10.0,Duplodnaviria,Duplodnaviria,,18,10.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,46.0,240.0,2,1
NC_048049.1,,226,True,181.082,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,1,77.0,Duplodnaviria,Duplodnaviria,,1,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,215.0,44,63
NC_048052.1,,50,True,40.131,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,14,1
NC_048053.1,,318,True,253.323,1,5018.0,Duplodnaviria,Duplodnaviria,,108,20.0,Duplodnaviria,Duplodnaviria,,311,18.0,Duplodnaviria,Duplodnaviria,,504,18.0,Duplodnaviria,Duplodnaviria,,676,18.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,27.0,164.0,1,1
NC_048054.1,,330,True,261.658,1,5018.0,Duplodnaviria,Duplodnaviria,,108,20.0,Duplodnaviria,Duplodnaviria,,311,18.0,Duplodnaviria,Duplodnaviria,,504,18.0,Duplodnaviria,Duplodnaviria,,676,18.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,27.0,164.0,5,1
NC_048055.1,,46,True,41.344,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,102,27.0,Duplodnaviria,Duplodnaviria,,533,1.0,Duplodnaviria,Duplodnaviria,edgeless,717,1.0,Duplodnaviria,Duplodnaviria,edgeless,Duplodnaviria,reference,67.0,338.0,0,6
NC_048056.1,,60,True,44.364,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048057.1,,52,True,40.441,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,701,4.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,1,1
NC_048058.1,,57,True,43.686,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048059.1,,53,True,40.729,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,701,4.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,1,1
NC_048060.1,,53,True,40.651,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,701,4.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,1,1
NC_048061.1,,53,True,42.818,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,63,81.0,Duplodnaviria,Duplodnaviria,,242,46.0,Duplodnaviria,Duplodnaviria,,326,37.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,337.0,1,3
NC_048062.1,,176,True,114.274,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,170,80.0,Duplodnaviria,Duplodnaviria,,226,76.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,42.0,217.0,4,114
NC_048063.1,,51,True,39.382,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,8,151.0,Duplodnaviria,Duplodnaviria,,12,151.0,Duplodnaviria,Duplodnaviria,,15,118.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,335.0,7,1
NC_048064.1,,55,True,45.185,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,161,23.0,Duplodnaviria,Duplodnaviria,,210,20.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,67.0,336.0,2,12
NC_048065.1,,87,True,49.665,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,8,1039.0,Duplodnaviria,Duplodnaviria,,225,124.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,288.0,18,11
NC_048066.1,,42,True,32.014,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,1,1720.0,Duplodnaviria,Duplodnaviria,,140,9.0,Duplodnaviria,Duplodnaviria,,185,8.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,52.0,250.0,2,26
NC_048067.1,,59,True,41.775,1,5018.0,Duplodnaviria,Duplodnaviria,,1,4805.0,Duplodnaviria,Duplodnaviria,,307,6.0,Duplodnaviria,Duplodnaviria,,500,6.0,Duplodnaviria,Duplodnaviria,,718,2.0,Duplodnaviria,Duplodnaviria,,Duplodnaviria,reference,62.0,289.0,1,1
